date,aqi,aqi_bucket,co,no2,o3,pm10,pm25,so2
2017-04-08,,,,,,,236.0,
2017-04-09,,,19.0,68.0,3.0,,,1.0
2017-04-10,138.0,Moderately Polluted,16.0,48.0,4.0,,138.0,1.0
2017-04-11,139.0,Moderately Polluted,27.0,58.0,3.0,,139.0,5.0
2017-04-12,157.0,Moderately Polluted,32.0,49.0,3.0,,157.0,7.0
2017-04-13,167.0,Moderately Polluted,20.0,54.0,8.0,,167.0,2.0
2017-04-14,168.0,Moderately Polluted,24.0,62.0,5.0,,168.0,2.0
2017-04-15,172.0,Moderately Polluted,17.0,46.0,6.0,,172.0,1.0
2017-04-16,149.0,Moderately Polluted,16.0,47.0,4.0,,149.0,1.0
2017-04-17,172.0,Moderately Polluted,25.0,57.0,6.0,,172.0,1.0
2017-04-18,173.0,Moderately Polluted,26.0,68.0,7.0,,173.0,1.0
2017-04-19,167.0,Moderately Polluted,21.0,55.0,10.0,,167.0,1.0
2017-04-20,172.0,Moderately Polluted,13.0,45.0,9.0,,172.0,
2017-04-21,149.0,Moderately Polluted,27.0,50.0,6.0,,149.0,1.0
2017-04-22,176.0,Moderately Polluted,18.0,39.0,10.0,,176.0,1.0
2017-04-23,171.0,Moderately Polluted,19.0,53.0,4.0,,171.0,1.0
2017-04-24,151.0,Moderately Polluted,16.0,52.0,3.0,,151.0,1.0
2017-04-25,132.0,Moderately Polluted,18.0,84.0,2.0,,132.0,1.0
2017-04-26,135.0,Moderately Polluted,24.0,88.0,1.0,,135.0,3.0
2017-04-27,153.0,Moderately Polluted,23.0,104.0,3.0,,153.0,4.0
2017-04-28,171.0,Moderately Polluted,24.0,113.0,7.0,,171.0,2.0
2017-04-29,201.0,Poor,19.0,93.0,5.0,,201.0,1.0
2017-04-30,159.0,Moderately Polluted,19.0,79.0,5.0,,159.0,1.0
2017-05-01,162.0,Moderately Polluted,52.0,86.0,4.0,,162.0,16.0
2017-05-02,190.0,Moderately Polluted,41.0,76.0,5.0,,190.0,10.0
2017-05-03,205.0,Poor,19.0,81.0,2.0,,205.0,3.0
2017-05-04,167.0,Moderately Polluted,32.0,86.0,7.0,,167.0,7.0
2017-05-05,221.0,Poor,34.0,90.0,5.0,,221.0,7.0
2017-05-06,317.0,Very Poor,31.0,73.0,14.0,,317.0,2.0
2017-05-07,197.0,Moderately Polluted,18.0,65.0,8.0,,197.0,3.0
2017-05-08,265.0,Poor,13.0,47.0,8.0,,265.0,4.0
2017-05-09,221.0,Poor,14.0,49.0,8.0,,221.0,3.0
2017-05-10,203.0,Poor,25.0,54.0,8.0,,203.0,3.0
2017-05-11,169.0,Moderately Polluted,19.0,54.0,14.0,,169.0,3.0
2017-05-12,264.0,Poor,22.0,56.0,16.0,,264.0,3.0
2017-05-13,241.0,Poor,38.0,71.0,12.0,,241.0,3.0
2017-05-14,172.0,Moderately Polluted,35.0,64.0,14.0,,172.0,2.0
2017-05-15,216.0,Poor,30.0,56.0,11.0,,216.0,5.0
2017-05-16,152.0,Moderately Polluted,14.0,43.0,13.0,,152.0,1.0
2017-05-17,148.0,Moderately Polluted,16.0,35.0,11.0,,148.0,
2017-05-18,214.0,Poor,18.0,45.0,8.0,,214.0,1.0
2017-05-19,244.0,Poor,21.0,57.0,12.0,,244.0,2.0
2017-05-20,332.0,Very Poor,22.0,48.0,17.0,,332.0,2.0
2017-05-21,321.0,Very Poor,22.0,47.0,11.0,,321.0,1.0
2017-05-22,313.0,Very Poor,22.0,43.0,13.0,,313.0,4.0
2017-05-23,321.0,Very Poor,27.0,56.0,10.0,,321.0,2.0
2017-05-24,329.0,Very Poor,28.0,61.0,9.0,,329.0,5.0
2017-05-25,205.0,Poor,24.0,55.0,15.0,,205.0,1.0
2017-05-26,224.0,Poor,17.0,32.0,23.0,,224.0,6.0
2017-05-27,212.0,Poor,12.0,30.0,18.0,,212.0,
2017-05-28,348.0,Very Poor,17.0,34.0,8.0,,348.0,3.0
2017-05-29,215.0,Poor,14.0,33.0,16.0,,215.0,3.0
2017-05-30,186.0,Moderately Polluted,14.0,32.0,16.0,,186.0,3.0
2017-05-31,176.0,Moderately Polluted,15.0,35.0,10.0,,176.0,3.0
2017-06-01,156.0,Moderately Polluted,21.0,34.0,10.0,,156.0,3.0
2017-06-02,140.0,Moderately Polluted,25.0,49.0,7.0,,140.0,8.0
2017-06-03,155.0,Moderately Polluted,25.0,50.0,18.0,,155.0,2.0
2017-06-04,165.0,Moderately Polluted,26.0,47.0,6.0,,165.0,2.0
2017-06-05,169.0,Moderately Polluted,13.0,33.0,13.0,,169.0,
2017-06-06,145.0,Moderately Polluted,15.0,32.0,9.0,,145.0,
2017-06-07,133.0,Moderately Polluted,18.0,32.0,6.0,,133.0,
2017-06-08,175.0,Moderately Polluted,18.0,32.0,9.0,,175.0,3.0
2017-06-09,145.0,Moderately Polluted,24.0,35.0,14.0,,145.0,
2017-06-10,181.0,Moderately Polluted,20.0,33.0,19.0,,181.0,1.0
2017-06-11,179.0,Moderately Polluted,24.0,35.0,12.0,,179.0,1.0
2017-06-12,170.0,Moderately Polluted,27.0,40.0,9.0,,170.0,2.0
2017-06-13,191.0,Moderately Polluted,26.0,45.0,6.0,,191.0,1.0
2017-06-14,217.0,Poor,17.0,31.0,10.0,,217.0,3.0
2017-06-15,276.0,Poor,12.0,20.0,13.0,,276.0,
2017-06-16,153.0,Moderately Polluted,22.0,36.0,9.0,,153.0,1.0
2017-06-17,153.0,Moderately Polluted,17.0,28.0,13.0,,153.0,1.0
2017-06-18,130.0,Moderately Polluted,21.0,35.0,6.0,,130.0,2.0
2017-06-19,221.0,Poor,20.0,31.0,8.0,,221.0,2.0
2017-06-20,207.0,Poor,33.0,28.0,8.0,,207.0,7.0
2017-06-21,132.0,Moderately Polluted,14.0,33.0,12.0,,132.0,1.0
2017-06-22,134.0,Moderately Polluted,21.0,40.0,7.0,,134.0,6.0
2017-06-23,172.0,Moderately Polluted,36.0,41.0,11.0,,172.0,4.0
2017-06-24,302.0,Very Poor,15.0,26.0,17.0,,302.0,
2017-06-25,160.0,Moderately Polluted,29.0,23.0,14.0,,160.0,6.0
2017-06-26,120.0,Moderately Polluted,12.0,20.0,14.0,,120.0,
2017-06-27,171.0,Moderately Polluted,11.0,20.0,9.0,,171.0,
2017-06-28,103.0,Moderately Polluted,15.0,22.0,8.0,,103.0,1.0
2017-06-29,95.0,Satisfactory,19.0,29.0,4.0,,95.0,
2017-06-30,128.0,Moderately Polluted,18.0,24.0,2.0,,128.0,3.0
2017-07-01,91.0,Satisfactory,14.0,18.0,7.0,,91.0,2.0
2017-07-02,84.0,Satisfactory,21.0,20.0,5.0,,84.0,2.0
2017-07-03,90.0,Satisfactory,18.0,20.0,5.0,,90.0,1.0
2017-07-04,104.0,Moderately Polluted,12.0,13.0,6.0,,104.0,
2017-07-05,74.0,Satisfactory,33.0,24.0,3.0,,74.0,8.0
2017-07-06,118.0,Moderately Polluted,39.0,20.0,4.0,,118.0,7.0
2017-07-07,127.0,Moderately Polluted,34.0,19.0,4.0,,127.0,7.0
2017-07-08,107.0,Moderately Polluted,17.0,17.0,1.0,,107.0,1.0
2017-07-09,114.0,Moderately Polluted,21.0,21.0,2.0,,114.0,1.0
2017-07-10,88.0,Satisfactory,13.0,13.0,2.0,,88.0,4.0
2017-07-11,78.0,Satisfactory,12.0,13.0,3.0,,78.0,1.0
2017-07-12,80.0,Satisfactory,10.0,14.0,5.0,,80.0,
2017-07-13,96.0,Satisfactory,13.0,17.0,6.0,,96.0,3.0
2017-07-14,116.0,Moderately Polluted,18.0,20.0,4.0,,116.0,1.0
2017-07-15,129.0,Moderately Polluted,15.0,19.0,6.0,,129.0,
2017-07-16,118.0,Moderately Polluted,16.0,20.0,6.0,,118.0,1.0
2017-07-17,115.0,Moderately Polluted,14.0,18.0,18.0,,115.0,1.0
2017-07-18,98.0,Satisfactory,10.0,12.0,3.0,,98.0,
2017-07-19,124.0,Moderately Polluted,16.0,11.0,2.0,,124.0,1.0
2017-07-20,110.0,Moderately Polluted,12.0,13.0,4.0,,110.0,1.0
2017-07-21,155.0,Moderately Polluted,16.0,16.0,4.0,,155.0,1.0
2017-07-22,176.0,Moderately Polluted,16.0,14.0,4.0,,176.0,1.0
2017-07-23,161.0,Moderately Polluted,31.0,16.0,6.0,,161.0,7.0
2017-07-24,94.0,Satisfactory,35.0,17.0,6.0,,94.0,7.0
2017-07-25,100.0,Satisfactory,31.0,12.0,5.0,,100.0,7.0
2017-07-26,128.0,Moderately Polluted,11.0,12.0,4.0,,128.0,
2017-07-27,161.0,Moderately Polluted,13.0,14.0,5.0,,161.0,1.0
2017-07-28,172.0,Moderately Polluted,18.0,17.0,12.0,,172.0,4.0
2017-07-29,142.0,Moderately Polluted,19.0,19.0,5.0,,142.0,1.0
2017-07-30,186.0,Moderately Polluted,23.0,21.0,4.0,,186.0,1.0
2017-07-31,133.0,Moderately Polluted,22.0,18.0,3.0,,133.0,1.0
2017-08-01,119.0,Moderately Polluted,21.0,18.0,3.0,,119.0,1.0
2017-08-02,117.0,Moderately Polluted,19.0,15.0,25.0,,117.0,1.0
2017-08-03,119.0,Moderately Polluted,55.0,32.0,2.0,,119.0,2.0
2017-08-04,131.0,Moderately Polluted,28.0,23.0,5.0,,131.0,2.0
2017-08-05,184.0,Moderately Polluted,19.0,16.0,4.0,,184.0,1.0
2017-08-06,98.0,Satisfactory,16.0,15.0,4.0,,98.0,1.0
2017-08-07,82.0,Satisfactory,18.0,16.0,6.0,,82.0,
2017-08-08,111.0,Moderately Polluted,24.0,18.0,25.0,,111.0,1.0
2017-08-09,102.0,Moderately Polluted,24.0,16.0,2.0,,102.0,5.0
2017-08-10,123.0,Moderately Polluted,23.0,18.0,3.0,,123.0,1.0
2017-08-11,116.0,Moderately Polluted,22.0,18.0,2.0,,116.0,3.0
2017-08-12,106.0,Moderately Polluted,17.0,17.0,3.0,,106.0,1.0
2017-08-13,86.0,Satisfactory,22.0,20.0,3.0,,86.0,1.0
2017-08-14,104.0,Moderately Polluted,19.0,21.0,5.0,,104.0,1.0
2017-08-15,117.0,Moderately Polluted,23.0,22.0,5.0,,117.0,1.0
2017-08-16,137.0,Moderately Polluted,19.0,22.0,8.0,,137.0,1.0
2017-08-17,136.0,Moderately Polluted,18.0,19.0,6.0,,136.0,3.0
2017-08-18,143.0,Moderately Polluted,27.0,14.0,5.0,,143.0,7.0
2017-08-19,117.0,Moderately Polluted,11.0,13.0,5.0,,117.0,
2017-08-20,95.0,Satisfactory,27.0,14.0,7.0,,95.0,9.0
2017-08-21,104.0,Moderately Polluted,23.0,19.0,7.0,,104.0,5.0
2017-08-22,133.0,Moderately Polluted,36.0,17.0,6.0,,133.0,7.0
2017-08-23,126.0,Moderately Polluted,18.0,15.0,3.0,,126.0,1.0
2017-08-24,130.0,Moderately Polluted,16.0,15.0,5.0,,130.0,1.0
2017-08-25,115.0,Moderately Polluted,16.0,13.0,4.0,,115.0,
2017-08-26,103.0,Moderately Polluted,13.0,12.0,3.0,,103.0,1.0
2017-08-27,103.0,Moderately Polluted,11.0,11.0,3.0,,103.0,
2017-08-28,92.0,Satisfactory,14.0,11.0,4.0,,92.0,1.0
2017-08-29,114.0,Moderately Polluted,24.0,15.0,7.0,,114.0,5.0
2017-08-30,109.0,Moderately Polluted,34.0,16.0,6.0,,109.0,7.0
2017-08-31,87.0,Satisfactory,19.0,18.0,31.0,,87.0,1.0
2017-09-01,95.0,Satisfactory,15.0,16.0,4.0,,95.0,1.0
2017-09-02,157.0,Moderately Polluted,19.0,19.0,4.0,,157.0,1.0
2017-09-03,203.0,Poor,35.0,20.0,6.0,,203.0,8.0
2017-09-04,208.0,Poor,21.0,23.0,6.0,,208.0,2.0
2017-09-05,206.0,Poor,17.0,19.0,3.0,,206.0,1.0
2017-09-06,,,,,,,182.0,
2017-09-10,,,27.0,31.0,10.0,,,2.0
2017-09-11,192.0,Moderately Polluted,34.0,25.0,11.0,,192.0,9.0
2017-09-12,189.0,Moderately Polluted,17.0,24.0,23.0,,189.0,3.0
2017-09-13,181.0,Moderately Polluted,15.0,20.0,9.0,,181.0,1.0
2017-09-14,179.0,Moderately Polluted,14.0,21.0,10.0,,179.0,1.0
2017-09-15,167.0,Moderately Polluted,16.0,21.0,32.0,,167.0,1.0
2017-09-16,213.0,Poor,15.0,18.0,10.0,,213.0,1.0
2017-09-17,177.0,Moderately Polluted,21.0,20.0,8.0,,177.0,1.0
2017-09-18,264.0,Poor,16.0,16.0,4.0,,264.0,1.0
2017-09-19,161.0,Moderately Polluted,33.0,15.0,10.0,,161.0,7.0
2017-09-20,117.0,Moderately Polluted,13.0,11.0,8.0,,117.0,
2017-09-21,96.0,Satisfactory,13.0,12.0,5.0,,96.0,
2017-09-22,105.0,Moderately Polluted,13.0,12.0,5.0,,105.0,
2017-09-23,111.0,Moderately Polluted,15.0,18.0,6.0,,111.0,1.0
2017-09-24,118.0,Moderately Polluted,34.0,18.0,9.0,,118.0,7.0
2017-09-25,126.0,Moderately Polluted,23.0,21.0,9.0,,126.0,1.0
2017-09-26,235.0,Poor,24.0,22.0,14.0,,235.0,1.0
2017-09-27,178.0,Moderately Polluted,35.0,23.0,7.0,,178.0,2.0
2017-09-28,164.0,Moderately Polluted,28.0,27.0,12.0,,164.0,2.0
2017-09-29,189.0,Moderately Polluted,24.0,26.0,12.0,,189.0,1.0
2017-09-30,174.0,Moderately Polluted,23.0,26.0,11.0,,174.0,1.0
2017-10-01,217.0,Poor,29.0,26.0,14.0,,217.0,1.0
2017-10-02,193.0,Moderately Polluted,32.0,26.0,15.0,,193.0,3.0
2017-10-03,200.0,Moderately Polluted,20.0,20.0,9.0,,200.0,1.0
2017-10-04,165.0,Moderately Polluted,20.0,21.0,9.0,,165.0,1.0
2017-10-05,151.0,Moderately Polluted,38.0,23.0,9.0,,151.0,9.0
2017-10-06,157.0,Moderately Polluted,26.0,31.0,12.0,,157.0,1.0
2017-10-07,182.0,Moderately Polluted,19.0,24.0,11.0,,182.0,1.0
2017-10-08,172.0,Moderately Polluted,13.0,20.0,12.0,,172.0,7.0
2017-10-09,155.0,Moderately Polluted,23.0,23.0,12.0,,155.0,8.0
2017-10-10,161.0,Moderately Polluted,36.0,19.0,26.0,,161.0,4.0
2017-10-11,162.0,Moderately Polluted,28.0,19.0,11.0,,162.0,1.0
2017-10-12,184.0,Moderately Polluted,38.0,33.0,10.0,,184.0,3.0
2017-10-13,209.0,Poor,43.0,36.0,13.0,,209.0,5.0
2017-10-14,246.0,Poor,39.0,32.0,9.0,,246.0,4.0
2017-10-15,220.0,Poor,64.0,37.0,7.0,,220.0,6.0
2017-10-16,302.0,Very Poor,43.0,47.0,9.0,,302.0,4.0
2017-10-17,294.0,Poor,30.0,61.0,28.0,,294.0,5.0
2017-10-18,275.0,Poor,20.0,33.0,10.0,,275.0,5.0
2017-10-19,230.0,Poor,13.0,25.0,6.0,,230.0,2.0
2017-10-20,228.0,Poor,22.0,31.0,7.0,,228.0,2.0
2017-10-21,199.0,Moderately Polluted,37.0,33.0,12.0,,199.0,3.0
2017-10-22,279.0,Poor,28.0,31.0,7.0,,279.0,2.0
2017-10-23,217.0,Poor,36.0,47.0,6.0,,217.0,2.0
2017-10-24,259.0,Poor,46.0,51.0,9.0,,259.0,6.0
2017-10-25,349.0,Very Poor,34.0,40.0,9.0,,349.0,2.0
2017-10-26,365.0,Very Poor,38.0,36.0,10.0,,365.0,2.0
2017-10-27,381.0,Very Poor,34.0,36.0,11.0,,381.0,2.0
2017-10-28,417.0,Severe,24.0,30.0,11.0,,417.0,1.0
2017-10-29,205.0,Poor,57.0,42.0,2.0,,205.0,1.0
2017-10-30,366.0,Very Poor,30.0,29.0,5.0,,366.0,1.0
2017-10-31,217.0,Poor,24.0,30.0,9.0,,217.0,1.0
2017-11-01,234.0,Poor,26.0,38.0,9.0,,234.0,1.0
2017-11-02,234.0,Poor,23.0,30.0,7.0,,234.0,1.0
2017-11-03,210.0,Poor,24.0,30.0,7.0,,210.0,1.0
2017-11-04,281.0,Poor,34.0,29.0,9.0,,281.0,1.0
2017-11-05,231.0,Poor,41.0,40.0,7.0,,231.0,1.0
2017-11-06,205.0,Poor,36.0,40.0,3.0,,205.0,2.0
2017-11-07,277.0,Poor,62.0,49.0,6.0,,277.0,13.0
2017-11-08,351.0,Very Poor,39.0,36.0,8.0,,351.0,1.0
2017-11-09,358.0,Very Poor,55.0,32.0,9.0,,358.0,8.0
2017-11-10,426.0,Severe,36.0,31.0,9.0,,426.0,4.0
2017-11-11,284.0,Poor,46.0,35.0,10.0,,284.0,1.0
2017-11-12,343.0,Very Poor,63.0,45.0,8.0,,343.0,2.0
2017-11-13,388.0,Very Poor,48.0,43.0,8.0,,388.0,3.0
2017-11-14,333.0,Very Poor,37.0,34.0,11.0,,333.0,2.0
2017-11-15,279.0,Poor,26.0,33.0,8.0,,279.0,4.0
2017-11-16,250.0,Poor,24.0,27.0,10.0,,250.0,1.0
2017-11-17,290.0,Poor,27.0,27.0,8.0,,290.0,1.0
2017-11-18,,,,,,,249.0,
2017-11-19,,,30.0,24.0,2.0,,,1.0
2017-11-20,405.0,Severe,26.0,32.0,9.0,,405.0,1.0
2017-11-21,317.0,Very Poor,27.0,27.0,5.0,,317.0,2.0
2017-11-22,317.0,Very Poor,20.0,24.0,4.0,,317.0,1.0
2017-11-23,258.0,Poor,34.0,38.0,4.0,,258.0,1.0
2017-11-24,292.0,Poor,58.0,54.0,10.0,,292.0,3.0
2017-11-25,316.0,Very Poor,52.0,59.0,11.0,,316.0,4.0
2017-11-26,363.0,Very Poor,43.0,55.0,8.0,,363.0,2.0
2017-11-27,288.0,Poor,50.0,69.0,27.0,,288.0,7.0
2017-11-28,370.0,Very Poor,37.0,61.0,8.0,,370.0,3.0
2017-11-29,309.0,Very Poor,57.0,76.0,7.0,,309.0,13.0
2017-11-30,322.0,Very Poor,54.0,68.0,8.0,,322.0,3.0
2017-12-01,331.0,Very Poor,41.0,45.0,10.0,,331.0,4.0
2017-12-02,284.0,Poor,47.0,53.0,7.0,,284.0,2.0
2017-12-03,308.0,Very Poor,47.0,53.0,5.0,,308.0,2.0
2017-12-04,333.0,Very Poor,26.0,43.0,7.0,,333.0,4.0
2017-12-05,276.0,Poor,33.0,49.0,17.0,,276.0,4.0
2017-12-06,291.0,Poor,25.0,33.0,8.0,,291.0,3.0
2017-12-07,175.0,Moderately Polluted,17.0,31.0,20.0,,175.0,19.0
2017-12-08,,,,,,,190.0,
2017-12-13,,,25.0,33.0,7.0,,,2.0
2017-12-14,189.0,Moderately Polluted,31.0,37.0,7.0,,189.0,3.0
2017-12-15,206.0,Poor,26.0,36.0,13.0,,206.0,3.0
2017-12-16,196.0,Moderately Polluted,23.0,35.0,14.0,,196.0,3.0
2017-12-17,185.0,Moderately Polluted,34.0,43.0,23.0,,185.0,7.0
2017-12-18,230.0,Poor,50.0,45.0,11.0,,230.0,17.0
2017-12-19,381.0,Very Poor,67.0,48.0,27.0,,381.0,5.0
2017-12-20,428.0,Severe,57.0,51.0,14.0,,428.0,7.0
2017-12-21,343.0,Very Poor,37.0,40.0,7.0,,343.0,3.0
2017-12-22,293.0,Poor,27.0,38.0,10.0,,293.0,4.0
2017-12-23,185.0,Moderately Polluted,34.0,44.0,13.0,,185.0,4.0
2017-12-24,216.0,Poor,34.0,42.0,11.0,,216.0,2.0
2017-12-25,255.0,Poor,39.0,46.0,12.0,,255.0,3.0
2017-12-26,304.0,Very Poor,58.0,58.0,16.0,,304.0,12.0
2017-12-27,360.0,Very Poor,70.0,62.0,10.0,,360.0,9.0
2017-12-28,449.0,Severe,61.0,58.0,7.0,,449.0,4.0
2017-12-29,442.0,Severe,52.0,34.0,10.0,,442.0,14.0
2017-12-30,269.0,Poor,44.0,50.0,2.0,,269.0,4.0
2017-12-31,329.0,Very Poor,21.0,27.0,7.0,,329.0,1.0
2018-01-01,278.0,Poor,20.0,27.0,11.0,,278.0,2.0
2018-01-02,277.0,Poor,37.0,41.0,7.0,,277.0,2.0
2018-01-03,296.0,Poor,41.0,36.0,10.0,,296.0,3.0
2018-01-04,384.0,Very Poor,37.0,36.0,8.0,,384.0,7.0
2018-01-05,326.0,Very Poor,64.0,45.0,9.0,,326.0,18.0
2018-01-06,335.0,Very Poor,62.0,62.0,11.0,,335.0,5.0
2018-01-07,346.0,Very Poor,53.0,51.0,16.0,,346.0,18.0
2018-01-08,303.0,Very Poor,56.0,39.0,11.0,,303.0,12.0
2018-01-09,353.0,Very Poor,55.0,50.0,17.0,,353.0,17.0
2018-01-10,370.0,Very Poor,60.0,45.0,27.0,,370.0,5.0
2018-01-11,365.0,Very Poor,44.0,43.0,21.0,,365.0,7.0
2018-01-12,371.0,Very Poor,74.0,44.0,27.0,,371.0,13.0
2018-01-13,402.0,Severe,82.0,62.0,13.0,,402.0,9.0
2018-01-14,411.0,Severe,36.0,51.0,12.0,,411.0,5.0
2018-01-15,260.0,Poor,34.0,46.0,35.0,,260.0,13.0
2018-01-16,264.0,Poor,30.0,43.0,27.0,,264.0,2.0
2018-01-17,290.0,Poor,50.0,45.0,16.0,,290.0,6.0
2018-01-18,327.0,Very Poor,47.0,60.0,11.0,,327.0,7.0
2018-01-19,314.0,Very Poor,34.0,53.0,11.0,,314.0,14.0
2018-01-20,231.0,Poor,25.0,46.0,15.0,,231.0,5.0
2018-01-21,241.0,Poor,43.0,54.0,14.0,,241.0,4.0
2018-01-22,306.0,Very Poor,37.0,48.0,12.0,,306.0,3.0
2018-01-23,264.0,Poor,17.0,30.0,12.0,,264.0,2.0
2018-01-24,190.0,Moderately Polluted,20.0,31.0,9.0,,190.0,3.0
2018-01-25,248.0,Poor,32.0,39.0,13.0,,248.0,6.0
2018-01-26,285.0,Poor,33.0,38.0,11.0,,285.0,3.0
2018-01-27,278.0,Poor,34.0,48.0,14.0,,278.0,4.0
2018-01-28,301.0,Very Poor,36.0,49.0,13.0,,301.0,6.0
2018-01-29,296.0,Poor,20.0,34.0,12.0,,296.0,3.0
2018-01-30,198.0,Moderately Polluted,15.0,29.0,14.0,,198.0,3.0
2018-01-31,165.0,Moderately Polluted,18.0,33.0,13.0,,165.0,3.0
2018-02-01,165.0,Moderately Polluted,34.0,46.0,12.0,,165.0,8.0
2018-02-02,195.0,Moderately Polluted,35.0,57.0,12.0,,195.0,4.0
2018-02-03,212.0,Poor,17.0,32.0,15.0,,212.0,3.0
2018-02-04,169.0,Moderately Polluted,19.0,35.0,17.0,,169.0,4.0
2018-02-05,183.0,Moderately Polluted,17.0,31.0,15.0,,183.0,4.0
2018-02-06,182.0,Moderately Polluted,14.0,27.0,17.0,,182.0,5.0
2018-02-07,179.0,Moderately Polluted,17.0,35.0,17.0,,179.0,5.0
2018-02-08,166.0,Moderately Polluted,17.0,36.0,18.0,,166.0,3.0
2018-02-09,165.0,Moderately Polluted,30.0,45.0,15.0,,165.0,5.0
2018-02-10,161.0,Moderately Polluted,32.0,51.0,11.0,,161.0,6.0
2018-02-11,204.0,Poor,10.0,20.0,15.0,,204.0,2.0
2018-02-12,168.0,Moderately Polluted,10.0,19.0,19.0,,168.0,2.0
2018-02-13,155.0,Moderately Polluted,14.0,21.0,19.0,,155.0,2.0
2018-02-14,130.0,Moderately Polluted,12.0,26.0,21.0,,130.0,2.0
2018-02-15,145.0,Moderately Polluted,16.0,30.0,17.0,,145.0,4.0
2018-02-16,162.0,Moderately Polluted,20.0,36.0,17.0,,162.0,5.0
2018-02-17,167.0,Moderately Polluted,23.0,43.0,18.0,,167.0,6.0
2018-02-18,171.0,Moderately Polluted,19.0,39.0,19.0,,171.0,3.0
2018-02-19,160.0,Moderately Polluted,36.0,48.0,22.0,,160.0,10.0
2018-02-20,199.0,Moderately Polluted,58.0,65.0,16.0,,199.0,9.0
2018-02-21,214.0,Poor,40.0,58.0,14.0,,214.0,7.0
2018-02-22,191.0,Moderately Polluted,33.0,45.0,16.0,,191.0,5.0
2018-02-23,177.0,Moderately Polluted,20.0,31.0,15.0,,177.0,5.0
2018-02-24,162.0,Moderately Polluted,23.0,29.0,14.0,,162.0,4.0
2018-02-25,180.0,Moderately Polluted,14.0,21.0,11.0,,180.0,3.0
2018-02-26,136.0,Moderately Polluted,17.0,27.0,14.0,,136.0,4.0
2018-02-27,145.0,Moderately Polluted,25.0,29.0,14.0,,145.0,4.0
2018-02-28,161.0,Moderately Polluted,32.0,38.0,13.0,,161.0,4.0
2018-03-01,159.0,Moderately Polluted,33.0,26.0,14.0,,159.0,4.0
2018-03-02,212.0,Poor,22.0,14.0,16.0,,212.0,3.0
2018-03-03,155.0,Moderately Polluted,35.0,27.0,7.0,,155.0,4.0
2018-03-04,175.0,Moderately Polluted,19.0,25.0,11.0,,175.0,3.0
2018-03-05,109.0,Moderately Polluted,12.0,21.0,16.0,,109.0,2.0
2018-03-06,127.0,Moderately Polluted,18.0,25.0,18.0,,127.0,4.0
2018-03-07,132.0,Moderately Polluted,18.0,28.0,22.0,,132.0,5.0
2018-03-08,143.0,Moderately Polluted,20.0,31.0,18.0,,143.0,8.0
2018-03-09,164.0,Moderately Polluted,23.0,35.0,13.0,,164.0,7.0
2018-03-10,144.0,Moderately Polluted,21.0,28.0,14.0,,144.0,7.0
2018-03-11,139.0,Moderately Polluted,23.0,34.0,15.0,,139.0,14.0
2018-03-12,149.0,Moderately Polluted,36.0,38.0,15.0,,149.0,20.0
2018-03-13,160.0,Moderately Polluted,28.0,38.0,16.0,,160.0,6.0
2018-03-14,163.0,Moderately Polluted,18.0,30.0,13.0,,163.0,4.0
2018-03-15,149.0,Moderately Polluted,14.0,22.0,15.0,,149.0,3.0
2018-03-16,138.0,Moderately Polluted,17.0,27.0,15.0,,138.0,8.0
2018-03-17,139.0,Moderately Polluted,17.0,24.0,17.0,,139.0,3.0
2018-03-18,123.0,Moderately Polluted,24.0,35.0,21.0,,123.0,12.0
2018-03-19,163.0,Moderately Polluted,25.0,30.0,17.0,,163.0,10.0
2018-03-20,148.0,Moderately Polluted,31.0,36.0,16.0,,148.0,12.0
2018-03-21,188.0,Moderately Polluted,14.0,25.0,17.0,,188.0,5.0
2018-03-22,148.0,Moderately Polluted,14.0,24.0,15.0,,148.0,4.0
2018-03-23,139.0,Moderately Polluted,13.0,22.0,18.0,,139.0,3.0
2018-03-24,137.0,Moderately Polluted,14.0,24.0,18.0,,137.0,3.0
2018-03-25,125.0,Moderately Polluted,17.0,27.0,18.0,,125.0,4.0
2018-03-26,131.0,Moderately Polluted,22.0,31.0,18.0,,131.0,9.0
2018-03-27,145.0,Moderately Polluted,40.0,41.0,18.0,,145.0,9.0
2018-03-28,150.0,Moderately Polluted,27.0,32.0,18.0,,150.0,8.0
2018-03-29,139.0,Moderately Polluted,18.0,33.0,20.0,,139.0,6.0
2018-03-30,149.0,Moderately Polluted,8.0,14.0,22.0,,149.0,3.0
2018-03-31,117.0,Moderately Polluted,9.0,15.0,20.0,,117.0,2.0
2018-04-01,141.0,Moderately Polluted,12.0,19.0,20.0,,141.0,3.0
2018-04-02,158.0,Moderately Polluted,21.0,26.0,23.0,,158.0,4.0
2018-04-03,144.0,Moderately Polluted,31.0,32.0,24.0,,144.0,5.0
2018-04-04,157.0,Moderately Polluted,20.0,24.0,20.0,,157.0,3.0
2018-04-05,131.0,Moderately Polluted,16.0,19.0,18.0,,131.0,4.0
2018-04-06,150.0,Moderately Polluted,23.0,17.0,20.0,,150.0,14.0
2018-04-07,127.0,Moderately Polluted,13.0,18.0,20.0,,127.0,2.0
2018-04-08,102.0,Moderately Polluted,28.0,22.0,23.0,,102.0,16.0
2018-04-09,150.0,Moderately Polluted,40.0,28.0,20.0,,150.0,15.0
