date,aqi,aqi_bucket,co,no2,o3,pm10,pm25,so2
2014-06-29,,,10.0,22.0,7.0,,,
2014-06-30,31.0,Good,8.0,18.0,25.0,31.0,,
2014-07-01,,,,,,45.0,,
2014-07-13,,,10.0,17.0,,,,
2014-07-14,,,,,,49.0,,
2014-07-15,,,7.0,13.0,14.0,,,
2014-07-16,,,,,,44.0,,
2014-09-15,,,,17.0,16.0,,,
2014-09-16,82.0,Satisfactory,,19.0,10.0,82.0,,
2014-09-17,85.0,Satisfactory,,16.0,13.0,85.0,,
2014-09-18,88.0,Satisfactory,,21.0,13.0,88.0,,
2014-09-19,100.0,Satisfactory,,16.0,10.0,100.0,,
2014-09-20,,,,,,100.0,,
2014-09-21,,,,20.0,8.0,,,
2014-09-22,97.0,Satisfactory,,20.0,9.0,97.0,,
2014-09-23,99.0,Satisfactory,,18.0,9.0,99.0,,
2014-09-24,91.0,Satisfactory,,17.0,11.0,91.0,,
2014-09-25,86.0,Satisfactory,,20.0,9.0,86.0,,
2014-09-26,106.0,Moderately Polluted,,20.0,9.0,106.0,,
2014-09-27,103.0,Moderately Polluted,,19.0,12.0,103.0,,
2014-09-28,94.0,Satisfactory,,22.0,10.0,94.0,,
2014-09-29,109.0,Moderately Polluted,,18.0,15.0,109.0,,
2014-09-30,104.0,Moderately Polluted,,15.0,12.0,104.0,,
2014-10-01,43.0,Good,,14.0,37.0,43.0,,
2014-10-02,45.0,Good,,17.0,13.0,45.0,,
2014-10-03,55.0,Satisfactory,,18.0,13.0,55.0,,
2014-10-04,65.0,Satisfactory,,16.0,10.0,65.0,,
2014-10-05,63.0,Satisfactory,,18.0,15.0,63.0,,
2014-10-06,58.0,Satisfactory,,14.0,16.0,58.0,,
2014-10-07,59.0,Satisfactory,,13.0,13.0,59.0,,
2014-10-08,57.0,Satisfactory,,20.0,16.0,57.0,,
2014-10-09,58.0,Satisfactory,,21.0,18.0,58.0,,
2014-10-10,59.0,Satisfactory,,15.0,40.0,59.0,,
2014-10-11,69.0,Satisfactory,,14.0,31.0,69.0,,
2014-10-12,66.0,Satisfactory,,10.0,45.0,66.0,,
2014-10-13,45.0,Good,,9.0,9.0,45.0,,
2014-10-14,122.0,Moderately Polluted,,17.0,10.0,122.0,,
2014-10-15,70.0,Satisfactory,,20.0,15.0,70.0,,
2014-10-16,104.0,Moderately Polluted,,26.0,17.0,104.0,,
2014-10-17,176.0,Moderately Polluted,,25.0,21.0,176.0,,
2014-10-18,199.0,Moderately Polluted,,24.0,24.0,199.0,,
2014-10-19,156.0,Moderately Polluted,,37.0,16.0,156.0,,
2014-10-20,240.0,Poor,,33.0,54.0,240.0,,
2014-10-21,208.0,Poor,,21.0,22.0,208.0,,
2014-10-22,146.0,Moderately Polluted,,14.0,23.0,146.0,,
2014-10-23,126.0,Moderately Polluted,,6.0,22.0,126.0,,
2014-10-24,82.0,Satisfactory,,7.0,18.0,82.0,,
2014-10-25,,,,,,78.0,,
2014-10-27,,,,11.0,20.0,,,
2014-10-28,106.0,Moderately Polluted,,15.0,21.0,106.0,,
2014-10-29,129.0,Moderately Polluted,,15.0,24.0,129.0,,
2014-10-30,145.0,Moderately Polluted,,26.0,31.0,145.0,,
2014-10-31,198.0,Moderately Polluted,,22.0,19.0,198.0,,
2014-11-01,268.0,Poor,,20.0,20.0,268.0,,
2014-11-02,142.0,Moderately Polluted,,20.0,15.0,142.0,,
2014-11-03,143.0,Moderately Polluted,25.0,16.0,14.0,143.0,,
2014-11-04,129.0,Moderately Polluted,44.0,22.0,19.0,129.0,,
2014-11-05,245.0,Poor,18.0,26.0,20.0,245.0,,
2014-11-06,152.0,Moderately Polluted,41.0,26.0,18.0,152.0,,
2014-11-07,200.0,Moderately Polluted,28.0,24.0,21.0,200.0,,
2014-11-08,283.0,Poor,50.0,48.0,2.0,283.0,,
2014-11-09,252.0,Poor,80.0,17.0,18.0,252.0,,
2014-11-10,99.0,Satisfactory,13.0,28.0,21.0,99.0,,
2014-11-11,94.0,Satisfactory,9.0,22.0,24.0,94.0,,
2014-11-12,244.0,Poor,12.0,21.0,25.0,244.0,,
2014-11-13,117.0,Moderately Polluted,12.0,22.0,23.0,117.0,,
2014-11-14,229.0,Poor,25.0,42.0,21.0,229.0,,
2014-11-15,135.0,Moderately Polluted,15.0,26.0,25.0,135.0,,
2014-11-16,122.0,Moderately Polluted,18.0,32.0,24.0,122.0,,
2014-11-17,129.0,Moderately Polluted,17.0,21.0,18.0,129.0,,
2014-11-18,,,,,,160.0,,
2015-01-01,,,13.0,20.0,3.0,,,
2015-01-02,,,,,,70.0,,
2015-01-08,,,11.0,17.0,,,,
2015-01-16,,,11.0,24.0,7.0,,,
2015-01-17,,,,,,97.0,,
2015-01-27,,,9.0,21.0,10.0,,,
2015-01-28,92.0,Satisfactory,10.0,21.0,8.0,92.0,,
2015-01-29,,,,,,114.0,,
2015-02-13,,,8.0,21.0,10.0,,,
2015-02-14,,,,,,99.0,,
2015-02-15,,,12.0,21.0,16.0,,,
2015-02-17,,,35.0,29.0,2.0,,,
2015-02-18,302.0,Very Poor,12.0,19.0,14.0,302.0,,
2015-02-19,148.0,Moderately Polluted,13.0,21.0,13.0,148.0,,
2015-02-20,,,,,,157.0,,
2015-02-21,,,,,1.0,,,
2015-02-22,111.0,Moderately Polluted,12.0,22.0,11.0,111.0,,
2015-02-23,,,,,,188.0,,
2015-02-26,,,10.0,21.0,13.0,,,
2015-02-27,,,,,,114.0,,
2015-03-01,,,9.0,19.0,8.0,,,
2015-03-02,36.0,Good,8.0,16.0,11.0,36.0,,
2015-03-03,100.0,Satisfactory,5.0,13.0,13.0,100.0,,
2015-03-04,45.0,Good,10.0,21.0,9.0,45.0,,
2015-03-05,,,,,,42.0,,
2015-03-10,,,3.0,13.0,,,,
2015-03-11,36.0,Good,7.0,15.0,19.0,36.0,,
2015-03-12,,,,,,51.0,,
2015-03-16,,,11.0,28.0,10.0,,,
2015-03-17,50.0,Good,8.0,22.0,10.0,50.0,,
2015-03-18,51.0,Satisfactory,11.0,,12.0,51.0,,
2015-03-19,61.0,Satisfactory,15.0,,7.0,61.0,,
2015-03-20,,,,,,92.0,,
2015-03-22,,,28.0,,2.0,,,
2015-03-23,82.0,Satisfactory,27.0,,31.0,82.0,,
2015-03-24,72.0,Satisfactory,29.0,,37.0,72.0,,
2015-03-25,85.0,Satisfactory,33.0,,27.0,85.0,,
2015-03-26,86.0,Satisfactory,24.0,36.0,33.0,86.0,,
2015-03-27,,,,,,79.0,,
2015-03-29,,,11.0,22.0,6.0,,,
2015-03-30,46.0,Good,14.0,24.0,6.0,46.0,,
2015-03-31,154.0,Moderately Polluted,20.0,26.0,6.0,154.0,,
2015-04-01,55.0,Satisfactory,20.0,26.0,6.0,55.0,,
2015-04-03,,,2.0,21.0,11.0,,,
2015-04-04,67.0,Satisfactory,10.0,24.0,9.0,67.0,,
2015-04-05,78.0,Satisfactory,10.0,24.0,9.0,78.0,,
2015-04-06,85.0,Satisfactory,10.0,23.0,12.0,85.0,,
2015-04-07,130.0,Moderately Polluted,39.0,32.0,11.0,130.0,,
2015-04-08,153.0,Moderately Polluted,27.0,34.0,10.0,153.0,,
2015-04-09,101.0,Moderately Polluted,16.0,21.0,30.0,101.0,,
2015-04-10,111.0,Moderately Polluted,11.0,20.0,80.0,111.0,,
2015-04-12,88.0,Satisfactory,16.0,24.0,9.0,88.0,,
2015-04-13,130.0,Moderately Polluted,10.0,20.0,7.0,130.0,,
2015-04-23,,,13.0,,,,,
2015-04-25,,,8.0,19.0,,,,
2015-04-28,75.0,Satisfactory,8.0,19.0,,75.0,,
2015-04-29,96.0,Satisfactory,11.0,20.0,,96.0,,
2015-04-30,132.0,Moderately Polluted,28.0,22.0,,132.0,,
2015-05-01,100.0,Satisfactory,27.0,20.0,,100.0,,
2015-05-02,60.0,Satisfactory,13.0,30.0,,60.0,,
2015-05-03,57.0,Satisfactory,15.0,24.0,,57.0,,
2015-05-04,59.0,Satisfactory,15.0,27.0,,59.0,,
2015-05-05,102.0,Moderately Polluted,44.0,33.0,,102.0,,
2015-05-06,88.0,Satisfactory,41.0,48.0,,88.0,,
2015-05-07,127.0,Moderately Polluted,32.0,34.0,,127.0,,
2015-05-08,145.0,Moderately Polluted,34.0,36.0,,145.0,,
2015-05-09,89.0,Satisfactory,27.0,40.0,,89.0,,
2015-05-10,67.0,Satisfactory,26.0,36.0,,67.0,,
2015-05-11,75.0,Satisfactory,33.0,40.0,,75.0,,
2015-05-12,60.0,Satisfactory,16.0,30.0,,60.0,,
2015-05-13,,,21.0,31.0,,,,4.0
2015-05-14,142.0,Moderately Polluted,23.0,34.0,7.0,,142.0,3.0
2015-05-15,133.0,Moderately Polluted,20.0,32.0,8.0,,133.0,3.0
2015-05-16,98.0,Satisfactory,11.0,23.0,9.0,,98.0,
2015-05-17,82.0,Satisfactory,14.0,26.0,8.0,,82.0,3.0
2015-05-18,263.0,Poor,20.0,31.0,10.0,,263.0,3.0
2015-05-19,192.0,Moderately Polluted,21.0,28.0,12.0,,192.0,5.0
2015-05-20,121.0,Moderately Polluted,19.0,34.0,8.0,,121.0,9.0
2015-05-21,147.0,Moderately Polluted,26.0,38.0,7.0,,147.0,3.0
2015-05-22,127.0,Moderately Polluted,27.0,35.0,8.0,,127.0,9.0
2015-05-23,157.0,Moderately Polluted,27.0,35.0,5.0,,157.0,6.0
2015-05-24,133.0,Moderately Polluted,17.0,33.0,5.0,,133.0,9.0
2015-05-25,169.0,Moderately Polluted,31.0,36.0,6.0,,169.0,8.0
2015-05-26,163.0,Moderately Polluted,46.0,34.0,6.0,,163.0,7.0
2015-05-27,191.0,Moderately Polluted,31.0,33.0,9.0,,191.0,7.0
2015-05-28,164.0,Moderately Polluted,35.0,31.0,10.0,,164.0,8.0
2015-05-29,177.0,Moderately Polluted,42.0,38.0,8.0,,177.0,1.0
2015-05-30,168.0,Moderately Polluted,22.0,32.0,7.0,,168.0,1.0
2015-05-31,165.0,Moderately Polluted,18.0,30.0,9.0,,165.0,7.0
2015-06-01,152.0,Moderately Polluted,17.0,24.0,8.0,,152.0,3.0
2015-06-02,160.0,Moderately Polluted,15.0,15.0,8.0,,160.0,7.0
2015-06-03,139.0,Moderately Polluted,15.0,20.0,10.0,,139.0,3.0
2015-06-04,163.0,Moderately Polluted,11.0,21.0,8.0,,163.0,2.0
2015-06-05,154.0,Moderately Polluted,15.0,27.0,10.0,,154.0,7.0
2015-06-06,138.0,Moderately Polluted,19.0,28.0,8.0,,138.0,4.0
2015-06-07,159.0,Moderately Polluted,23.0,32.0,8.0,,159.0,1.0
2015-06-08,155.0,Moderately Polluted,30.0,36.0,7.0,,155.0,8.0
2015-06-09,166.0,Moderately Polluted,37.0,32.0,9.0,,166.0,
2015-06-10,127.0,Moderately Polluted,12.0,27.0,8.0,,127.0,
2015-06-11,105.0,Moderately Polluted,15.0,29.0,5.0,,105.0,2.0
2015-06-12,120.0,Moderately Polluted,16.0,32.0,6.0,,120.0,3.0
2015-06-13,96.0,Satisfactory,13.0,25.0,13.0,,96.0,3.0
2015-06-14,109.0,Moderately Polluted,14.0,25.0,7.0,,109.0,7.0
2015-06-15,177.0,Moderately Polluted,29.0,21.0,10.0,,177.0,7.0
2015-06-16,153.0,Moderately Polluted,15.0,22.0,8.0,,153.0,3.0
2015-06-17,148.0,Moderately Polluted,12.0,20.0,9.0,,148.0,3.0
2015-06-18,138.0,Moderately Polluted,15.0,21.0,9.0,,138.0,6.0
2015-06-19,156.0,Moderately Polluted,29.0,18.0,9.0,,156.0,3.0
2015-06-20,109.0,Moderately Polluted,11.0,17.0,7.0,,109.0,7.0
2015-06-21,101.0,Moderately Polluted,11.0,15.0,7.0,,101.0,
2015-06-22,75.0,Satisfactory,9.0,15.0,6.0,,75.0,
2015-06-23,113.0,Moderately Polluted,11.0,16.0,7.0,,113.0,6.0
2015-06-24,84.0,Satisfactory,14.0,18.0,5.0,,84.0,2.0
2015-06-25,78.0,Satisfactory,11.0,18.0,3.0,,78.0,2.0
2015-06-26,109.0,Moderately Polluted,14.0,20.0,5.0,,109.0,3.0
2015-06-27,118.0,Moderately Polluted,14.0,22.0,5.0,,118.0,3.0
2015-06-28,152.0,Moderately Polluted,11.0,18.0,6.0,,152.0,
2015-06-29,77.0,Satisfactory,9.0,14.0,11.0,,77.0,
2015-06-30,,,18.0,20.0,5.0,,,7.0
2015-07-01,82.0,Satisfactory,22.0,21.0,5.0,,82.0,7.0
2015-07-02,123.0,Moderately Polluted,34.0,24.0,5.0,,123.0,4.0
2015-07-03,118.0,Moderately Polluted,18.0,22.0,6.0,,118.0,8.0
2015-07-04,125.0,Moderately Polluted,19.0,21.0,4.0,,125.0,8.0
2015-07-05,142.0,Moderately Polluted,28.0,15.0,5.0,,142.0,
2015-07-06,74.0,Satisfactory,12.0,16.0,4.0,,74.0,2.0
2015-07-07,73.0,Satisfactory,14.0,20.0,4.0,,73.0,3.0
2015-07-08,95.0,Satisfactory,12.0,18.0,5.0,,95.0,2.0
2015-07-09,102.0,Moderately Polluted,9.0,15.0,4.0,,102.0,2.0
2015-07-10,64.0,Satisfactory,8.0,14.0,3.0,,64.0,2.0
2015-07-11,57.0,Satisfactory,26.0,14.0,4.0,,57.0,6.0
2015-07-12,72.0,Satisfactory,16.0,18.0,4.0,,72.0,3.0
2015-07-13,86.0,Satisfactory,18.0,22.0,5.0,,86.0,5.0
2015-07-14,117.0,Moderately Polluted,31.0,22.0,4.0,,117.0,7.0
2015-07-15,105.0,Moderately Polluted,15.0,19.0,3.0,,105.0,6.0
2015-07-16,133.0,Moderately Polluted,11.0,19.0,4.0,,133.0,2.0
2015-07-17,76.0,Satisfactory,11.0,16.0,4.0,,76.0,2.0
2015-07-18,98.0,Satisfactory,10.0,14.0,6.0,,98.0,2.0
2015-07-19,92.0,Satisfactory,10.0,16.0,5.0,,92.0,2.0
2015-07-20,73.0,Satisfactory,24.0,15.0,4.0,,73.0,6.0
2015-07-21,84.0,Satisfactory,9.0,15.0,4.0,,84.0,
2015-07-22,79.0,Satisfactory,8.0,14.0,4.0,,79.0,2.0
2015-07-23,85.0,Satisfactory,12.0,14.0,4.0,,85.0,3.0
2015-07-24,100.0,Satisfactory,11.0,15.0,4.0,,100.0,2.0
2015-07-25,75.0,Satisfactory,10.0,14.0,3.0,,75.0,3.0
2015-07-26,49.0,Good,17.0,15.0,1.0,,49.0,6.0
2015-07-27,65.0,Satisfactory,29.0,16.0,3.0,,65.0,8.0
2015-07-28,60.0,Satisfactory,13.0,14.0,3.0,,60.0,3.0
2015-07-29,61.0,Satisfactory,14.0,16.0,4.0,,61.0,7.0
2015-07-30,58.0,Satisfactory,14.0,17.0,3.0,,58.0,4.0
2015-07-31,80.0,Satisfactory,13.0,16.0,2.0,,80.0,2.0
2015-08-01,88.0,Satisfactory,27.0,16.0,3.0,,88.0,7.0
2015-08-02,91.0,Satisfactory,14.0,15.0,3.0,,91.0,2.0
2015-08-03,91.0,Satisfactory,11.0,17.0,4.0,,91.0,3.0
2015-08-04,97.0,Satisfactory,12.0,16.0,5.0,,97.0,2.0
2015-08-05,89.0,Satisfactory,11.0,18.0,4.0,,89.0,3.0
2015-08-06,80.0,Satisfactory,12.0,16.0,4.0,,80.0,3.0
2015-08-07,99.0,Satisfactory,14.0,17.0,3.0,,99.0,3.0
2015-08-08,129.0,Moderately Polluted,15.0,17.0,5.0,,129.0,2.0
2015-08-09,114.0,Moderately Polluted,22.0,21.0,5.0,,114.0,2.0
2015-08-10,121.0,Moderately Polluted,29.0,19.0,3.0,,121.0,7.0
2015-08-11,70.0,Satisfactory,16.0,19.0,6.0,,70.0,2.0
2015-08-12,112.0,Moderately Polluted,27.0,17.0,3.0,,112.0,6.0
2015-08-13,121.0,Moderately Polluted,13.0,18.0,3.0,,121.0,3.0
2015-08-14,102.0,Moderately Polluted,12.0,16.0,3.0,,102.0,2.0
2015-08-15,93.0,Satisfactory,12.0,16.0,3.0,,93.0,2.0
2015-08-16,60.0,Satisfactory,16.0,16.0,3.0,,60.0,3.0
2015-08-17,76.0,Satisfactory,16.0,19.0,3.0,,76.0,2.0
2015-08-18,104.0,Moderately Polluted,17.0,18.0,2.0,,104.0,2.0
2015-08-19,71.0,Satisfactory,14.0,18.0,1.0,,71.0,
2015-08-20,104.0,Moderately Polluted,12.0,17.0,,,104.0,1.0
2015-08-21,,,14.0,20.0,,,,
2015-08-22,,,12.0,16.0,,,,1.0
2015-08-23,,,27.0,25.0,,,,
2015-08-24,,,30.0,22.0,,,,4.0
2015-08-25,,,16.0,25.0,,,,1.0
2015-08-26,,,13.0,23.0,,,,
2015-08-27,,,11.0,22.0,,,,
2015-08-28,,,32.0,22.0,,,,5.0
2015-08-29,,,30.0,24.0,,,,4.0
2015-08-30,,,13.0,23.0,,,,
2015-08-31,,,16.0,25.0,,,,6.0
2015-09-01,,,29.0,23.0,,,,5.0
2015-09-02,,,15.0,26.0,,,,1.0
2015-09-03,,,30.0,28.0,,,,5.0
2015-09-04,,,14.0,28.0,,,,2.0
2015-09-05,,,29.0,27.0,,,,6.0
2015-09-06,,,15.0,29.0,,,,1.0
2015-09-07,,,15.0,28.0,,,,2.0
2015-09-08,,,27.0,30.0,,,,4.0
2015-09-09,,,14.0,30.0,,,,
2015-09-10,,,18.0,32.0,,,,1.0
2015-09-11,,,13.0,25.0,,,,
2015-09-12,,,29.0,25.0,,,,4.0
2015-09-13,,,15.0,26.0,,,,1.0
2015-09-14,,,14.0,25.0,,,,
2015-09-15,,,14.0,23.0,,,,
2015-09-16,,,15.0,22.0,,,,
2015-09-17,,,27.0,21.0,,,,4.0
2015-09-18,,,15.0,23.0,,,,
2015-09-19,,,14.0,22.0,,,,
2015-09-20,,,17.0,22.0,,,,
2015-09-21,,,29.0,32.0,,,,1.0
2015-09-22,,,15.0,23.0,,,,
2015-09-24,,,18.0,29.0,,,,
2015-09-25,,,18.0,28.0,,,,4.0
2015-09-26,,,35.0,30.0,,,,4.0
2015-09-27,,,19.0,34.0,,,,
2015-09-28,,,17.0,30.0,,,,
2015-09-29,,,24.0,37.0,,,,1.0
2015-09-30,,,25.0,36.0,,,,
2015-10-01,,,17.0,30.0,,,,
2015-10-02,,,16.0,32.0,,,,1.0
2015-10-03,,,24.0,38.0,,,,4.0
2015-10-04,,,25.0,38.0,,,,5.0
2015-10-05,,,20.0,35.0,,,,1.0
2015-10-06,,,41.0,39.0,,,,5.0
2015-10-07,,,21.0,34.0,,,,1.0
2015-10-08,,,21.0,31.0,,,,1.0
2015-10-09,,,41.0,37.0,,,,6.0
2015-10-10,,,66.0,46.0,,,,10.0
2015-10-11,,,24.0,34.0,,,,3.0
2015-10-12,,,15.0,30.0,,,,1.0
2015-10-13,,,13.0,30.0,,,,
2015-10-14,,,12.0,26.0,,,,
2015-10-15,,,12.0,27.0,,,,
2015-10-16,,,31.0,27.0,,,,5.0
2015-10-17,,,19.0,32.0,,,,
2015-10-18,,,16.0,36.0,,,,1.0
2015-10-19,,,25.0,39.0,,,,1.0
2015-10-20,,,37.0,42.0,,,,2.0
2015-10-21,,,29.0,38.0,,,,1.0
2015-10-22,,,37.0,35.0,,,,1.0
2015-10-23,,,28.0,44.0,,,,1.0
2015-10-24,,,24.0,39.0,,,,3.0
2015-10-25,,,12.0,24.0,,,,1.0
2015-10-26,,,20.0,31.0,,,,1.0
2015-10-27,,,55.0,44.0,,,,6.0
2015-10-28,,,32.0,32.0,,,,1.0
2015-10-29,,,11.0,27.0,,,,
2015-10-30,,,15.0,27.0,,,,
2015-10-31,,,19.0,29.0,,,,1.0
2015-11-01,,,21.0,33.0,,,,1.0
2015-11-02,,,39.0,34.0,,,,5.0
2015-11-03,,,32.0,37.0,,,,1.0
2015-11-04,,,57.0,38.0,,,,6.0
2015-11-05,,,31.0,38.0,,,,5.0
2015-11-06,,,17.0,32.0,,,,
2015-11-07,,,26.0,41.0,,,,1.0
2015-11-08,,,17.0,36.0,,,,1.0
2015-11-09,,,23.0,38.0,,,,1.0
2015-11-10,,,38.0,39.0,,,,1.0
2015-11-11,,,34.0,39.0,,,,2.0
2015-11-12,,,19.0,30.0,,,,9.0
2015-11-13,,,22.0,36.0,,,,7.0
2015-11-14,,,23.0,36.0,,,,1.0
2015-11-15,,,31.0,38.0,,,,1.0
2015-11-16,,,36.0,43.0,,,,2.0
2015-11-17,,,22.0,32.0,,,,1.0
2015-11-18,,,20.0,35.0,,,,1.0
2015-11-19,,,42.0,50.0,,,,1.0
2015-11-20,,,48.0,51.0,,,,7.0
2015-11-21,,,43.0,42.0,,,,
2015-11-22,,,31.0,44.0,,,,4.0
2015-11-23,,,56.0,39.0,,,,
2015-11-24,,,57.0,47.0,,,,
2015-11-25,,,32.0,42.0,,,,
2015-11-26,,,29.0,36.0,,,,
2015-11-27,,,33.0,43.0,,,,
2015-11-28,,,30.0,37.0,,,,
2015-11-29,,,24.0,33.0,,,,
2015-11-30,,,40.0,39.0,,,,
2015-12-01,,,33.0,34.0,,,,
2015-12-02,,,16.0,29.0,,,,
2015-12-03,,,21.0,32.0,,,,
2015-12-04,,,36.0,41.0,,,,
2015-12-05,,,40.0,43.0,,,,
2015-12-07,,,100.0,53.0,,,,2.0
2015-12-08,,,57.0,45.0,,,,1.0
2015-12-09,,,48.0,38.0,,,,1.0
2015-12-10,,,37.0,40.0,,,,
2015-12-11,,,30.0,36.0,,,,
2015-12-12,,,28.0,36.0,,,,1.0
2015-12-13,,,28.0,33.0,,,,
2015-12-14,,,24.0,37.0,,,,1.0
2015-12-15,,,23.0,39.0,,,,2.0
2015-12-16,,,38.0,46.0,,,,3.0
2015-12-17,,,28.0,46.0,,,,1.0
2015-12-18,,,25.0,44.0,,,,
2015-12-19,,,49.0,43.0,,,,2.0
2015-12-20,,,52.0,43.0,,,,1.0
2015-12-21,,,36.0,47.0,,,,1.0
2015-12-22,,,37.0,51.0,,,,1.0
2015-12-23,,,28.0,48.0,,,,
2015-12-24,,,22.0,41.0,,,,
2015-12-25,,,20.0,36.0,,,,1.0
2015-12-26,,,24.0,44.0,,,,2.0
2015-12-27,,,21.0,39.0,,,,1.0
2015-12-28,,,30.0,49.0,,,,1.0
2015-12-29,,,24.0,41.0,2.0,,,1.0
2015-12-30,259.0,Poor,41.0,45.0,,,259.0,1.0
2015-12-31,420.0,Severe,,30.0,,,420.0,3.0
2016-01-02,,,,,7.0,,,
2016-01-03,275.0,Poor,22.0,24.0,6.0,,275.0,2.0
2016-01-04,305.0,Very Poor,65.0,54.0,6.0,,305.0,1.0
2016-01-05,376.0,Very Poor,54.0,53.0,6.0,,376.0,1.0
2016-01-06,347.0,Very Poor,28.0,45.0,6.0,,347.0,
2016-01-07,288.0,Poor,33.0,45.0,7.0,,288.0,1.0
2016-01-08,288.0,Poor,17.0,36.0,5.0,,288.0,
2016-01-09,207.0,Poor,39.0,38.0,1.0,,207.0,1.0
2016-01-10,247.0,Poor,51.0,45.0,7.0,,247.0,4.0
2016-01-11,292.0,Poor,34.0,50.0,8.0,,292.0,1.0
2016-01-12,287.0,Poor,34.0,43.0,6.0,,287.0,6.0
2016-01-13,278.0,Poor,25.0,39.0,8.0,,278.0,4.0
2016-01-14,,,,,,,305.0,
2016-01-15,,,16.0,23.0,4.0,,,
2016-01-16,210.0,Poor,16.0,25.0,6.0,,210.0,3.0
2016-01-17,214.0,Poor,28.0,35.0,19.0,,214.0,4.0
2016-01-18,277.0,Poor,40.0,27.0,2.0,,277.0,12.0
2016-01-19,279.0,Poor,17.0,23.0,1.0,,279.0,
2016-01-20,248.0,Poor,19.0,25.0,2.0,,248.0,
2016-01-21,215.0,Poor,23.0,29.0,4.0,,215.0,1.0
2016-01-22,281.0,Poor,39.0,31.0,5.0,,281.0,1.0
2016-01-23,325.0,Very Poor,55.0,35.0,4.0,,325.0,2.0
2016-01-24,381.0,Very Poor,43.0,41.0,4.0,,381.0,1.0
2016-01-25,310.0,Very Poor,26.0,38.0,5.0,,310.0,
2016-01-26,275.0,Poor,30.0,36.0,6.0,,275.0,1.0
2016-01-27,271.0,Poor,40.0,40.0,6.0,,271.0,1.0
2016-01-28,307.0,Very Poor,39.0,42.0,5.0,,307.0,2.0
2016-01-29,,,,,,,354.0,
2016-01-31,,,11.0,16.0,1.0,,,
2016-02-01,161.0,Moderately Polluted,13.0,23.0,5.0,,161.0,1.0
2016-02-02,207.0,Poor,17.0,29.0,7.0,,207.0,1.0
2016-02-03,225.0,Poor,21.0,31.0,6.0,,225.0,2.0
2016-02-04,222.0,Poor,26.0,40.0,7.0,,222.0,3.0
2016-02-05,224.0,Poor,31.0,39.0,7.0,,224.0,2.0
2016-02-06,294.0,Poor,18.0,24.0,3.0,,294.0,1.0
2016-02-07,,,,,,,199.0,
2016-02-08,,,22.0,19.0,2.0,,,2.0
2016-02-09,202.0,Poor,30.0,37.0,6.0,,202.0,2.0
2016-02-10,249.0,Poor,32.0,36.0,6.0,,249.0,1.0
2016-02-11,241.0,Poor,21.0,38.0,6.0,,241.0,1.0
2016-02-12,208.0,Poor,20.0,37.0,6.0,,208.0,2.0
2016-02-13,195.0,Moderately Polluted,23.0,36.0,7.0,,195.0,1.0
2016-02-14,195.0,Moderately Polluted,19.0,33.0,6.0,,195.0,1.0
2016-02-15,182.0,Moderately Polluted,19.0,33.0,4.0,,182.0,1.0
2016-02-16,,,,,,,191.0,
2016-02-18,,,30.0,32.0,3.0,,,1.0
2016-02-19,199.0,Moderately Polluted,28.0,37.0,3.0,,199.0,4.0
2016-02-20,260.0,Poor,14.0,34.0,6.0,,260.0,1.0
2016-02-21,278.0,Poor,14.0,31.0,6.0,,278.0,1.0
2016-02-22,172.0,Moderately Polluted,22.0,33.0,7.0,,172.0,4.0
2016-02-23,174.0,Moderately Polluted,21.0,35.0,6.0,,174.0,1.0
2016-02-24,269.0,Poor,16.0,30.0,6.0,,269.0,1.0
2016-02-25,176.0,Moderately Polluted,18.0,29.0,6.0,,176.0,1.0
2016-02-26,212.0,Poor,19.0,33.0,6.0,,212.0,
2016-02-27,246.0,Poor,21.0,30.0,3.0,,246.0,
2016-02-28,322.0,Very Poor,39.0,38.0,6.0,,322.0,1.0
2016-02-29,217.0,Poor,33.0,36.0,8.0,,217.0,1.0
2016-03-01,269.0,Poor,43.0,38.0,7.0,,269.0,2.0
2016-03-02,282.0,Poor,57.0,41.0,6.0,,282.0,3.0
2016-03-03,251.0,Poor,54.0,41.0,6.0,,251.0,5.0
2016-03-04,278.0,Poor,33.0,33.0,8.0,,278.0,2.0
2016-03-05,237.0,Poor,12.0,26.0,7.0,,237.0,1.0
2016-03-06,143.0,Moderately Polluted,17.0,33.0,9.0,,143.0,1.0
2016-03-07,215.0,Poor,19.0,27.0,6.0,,215.0,4.0
2016-03-08,139.0,Moderately Polluted,19.0,29.0,7.0,,139.0,1.0
2016-03-09,196.0,Moderately Polluted,17.0,31.0,7.0,,196.0,2.0
2016-03-10,195.0,Moderately Polluted,30.0,33.0,6.0,,195.0,4.0
2016-03-11,173.0,Moderately Polluted,23.0,28.0,4.0,,173.0,2.0
2016-03-12,187.0,Moderately Polluted,14.0,25.0,5.0,,187.0,1.0
2016-03-13,148.0,Moderately Polluted,12.0,19.0,7.0,,148.0,1.0
2016-03-14,128.0,Moderately Polluted,15.0,27.0,6.0,,128.0,1.0
2016-03-15,194.0,Moderately Polluted,17.0,25.0,5.0,,194.0,1.0
2016-03-16,151.0,Moderately Polluted,25.0,29.0,5.0,,151.0,7.0
2016-03-17,176.0,Moderately Polluted,21.0,28.0,8.0,,176.0,2.0
2016-03-18,205.0,Poor,22.0,35.0,8.0,,205.0,2.0
2016-03-19,215.0,Poor,17.0,30.0,6.0,,215.0,1.0
