,date, pm25, pm10, o3, no2, so2, co,AQI,AQI_bucket
514,2020-08-25,71.0,110.10087719298245,30.0,10.0,2.0,11.476315789473684,221.87932330827067,Poor
515,2020-08-26,63.0,110.10087719298245,32.0,7.0,2.0,11.476315789473684,221.87932330827067,Poor
516,2020-08-27,62.0,110.10087719298245,27.0,7.0,2.0,11.476315789473684,221.87932330827067,Poor
517,2020-08-28,73.0,110.10087719298245,37.0,5.0,7.0,11.476315789473684,221.87932330827067,Poor
518,2020-08-29,69.0,110.10087719298245,43.0,8.0,2.0,11.476315789473684,221.87932330827067,Poor
519,2020-08-30,46.0,110.10087719298245,34.0,12.0,7.0,11.476315789473684,221.87932330827067,Poor
520,2020-08-31,63.0,110.10087719298245,37.0,15.0,10.0,11.476315789473684,221.87932330827067,Poor
521,2020-09-01,82.0,110.10087719298245,35.0,11.0,8.0,11.476315789473684,221.87932330827067,Poor
522,2020-09-02,72.0,110.10087719298245,36.0,8.0,5.0,11.476315789473684,221.87932330827067,Poor
523,2020-09-03,89.0,110.10087719298245,39.0,11.0,7.0,11.476315789473684,221.87932330827067,Poor
524,2020-09-04,93.0,110.10087719298245,37.0,14.0,2.0,11.476315789473684,221.87932330827067,Poor
525,2020-09-05,94.0,110.10087719298245,39.0,12.0,2.0,11.476315789473684,221.87932330827067,Poor
526,2020-09-06,71.0,110.10087719298245,31.0,17.0,2.0,11.476315789473684,221.87932330827067,Poor
527,2020-09-07,102.0,110.10087719298245,37.0,14.0,5.0,11.476315789473684,238.55172413793105,Poor
528,2020-09-08,89.0,110.10087719298245,35.0,18.0,11.0,11.476315789473684,221.87932330827067,Poor
529,2020-09-09,116.0,110.10087719298245,36.0,15.0,7.0,11.476315789473684,286.34482758620686,Poor
530,2020-09-10,131.0,110.10087719298245,39.0,14.0,2.0,11.476315789473684,308.6744186046512,Very Poor
531,2020-09-11,154.0,110.10087719298245,36.0,12.0,2.0,11.476315789473684,326.3255813953488,Very Poor
532,2020-09-12,149.0,110.10087719298245,36.0,10.0,2.0,11.476315789473684,322.48837209302326,Very Poor
533,2020-09-13,143.0,110.10087719298245,33.0,12.0,7.0,11.476315789473684,317.8837209302326,Very Poor
534,2020-09-14,158.0,110.10087719298245,35.0,12.0,8.0,11.476315789473684,329.3953488372093,Very Poor
535,2020-09-15,147.0,110.10087719298245,37.0,10.0,7.0,11.476315789473684,320.95348837209303,Very Poor
536,2020-09-16,122.0,110.10087719298245,40.0,15.0,7.0,11.476315789473684,301.7674418604651,Very Poor
537,2020-09-17,145.0,110.10087719298245,29.0,15.0,7.0,11.476315789473684,319.4186046511628,Very Poor
538,2020-09-18,135.0,110.10087719298245,34.0,8.0,2.0,11.476315789473684,311.74418604651163,Very Poor
539,2020-09-19,153.0,110.10087719298245,35.0,10.0,2.0,11.476315789473684,325.5581395348837,Very Poor
540,2020-09-20,118.0,110.10087719298245,37.0,10.0,3.0,11.476315789473684,293.17241379310343,Poor
541,2020-09-21,91.0,110.10087719298245,38.0,8.0,2.0,11.476315789473684,221.87932330827067,Poor
542,2020-09-22,58.0,110.10087719298245,33.0,7.0,6.0,11.476315789473684,221.87932330827067,Poor
543,2020-09-23,59.0,110.10087719298245,29.0,7.0,2.0,11.476315789473684,221.87932330827067,Poor
544,2020-09-24,51.0,110.10087719298245,34.0,5.0,1.0,11.476315789473684,221.87932330827067,Poor
545,2020-09-25,76.0,110.10087719298245,34.0,44.0,4.0,11.476315789473684,221.87932330827067,Poor
546,2020-09-26,172.0,110.10087719298245,35.0,19.0,3.0,11.476315789473684,340.13953488372096,Very Poor
547,2020-09-27,128.0,110.10087719298245,30.0,26.0,7.0,11.476315789473684,306.37209302325584,Very Poor
548,2020-09-28,143.0,110.10087719298245,28.0,18.0,7.0,11.476315789473684,317.8837209302326,Very Poor
549,2020-09-29,159.0,110.10087719298245,30.0,18.0,6.0,11.476315789473684,330.16279069767444,Very Poor
550,2020-09-30,152.0,110.10087719298245,31.0,19.0,2.0,11.476315789473684,324.7906976744186,Very Poor
551,2020-10-01,156.0,110.10087719298245,36.0,14.0,6.0,11.476315789473684,327.86046511627904,Very Poor
552,2020-10-02,156.0,110.10087719298245,30.0,24.0,6.0,11.476315789473684,327.86046511627904,Very Poor
553,2020-10-03,159.0,110.10087719298245,27.0,20.0,3.0,11.476315789473684,330.16279069767444,Very Poor
554,2020-10-04,162.0,110.10087719298245,23.0,29.0,3.0,11.476315789473684,332.4651162790698,Very Poor
555,2020-10-05,157.0,110.10087719298245,23.0,34.0,2.0,11.476315789473684,328.62790697674416,Very Poor
556,2020-10-06,157.0,110.10087719298245,20.0,40.0,2.0,11.476315789473684,328.62790697674416,Very Poor
557,2020-10-07,171.0,110.10087719298245,21.0,38.0,8.0,11.476315789473684,339.37209302325584,Very Poor
558,2020-10-08,179.0,110.10087719298245,26.0,43.0,2.0,11.476315789473684,345.51162790697674,Very Poor
559,2020-10-09,162.0,110.10087719298245,33.0,32.0,6.0,11.476315789473684,332.4651162790698,Very Poor
560,2020-10-10,162.0,110.10087719298245,39.0,24.0,2.0,11.476315789473684,332.4651162790698,Very Poor
561,2020-10-11,163.0,110.10087719298245,35.0,16.0,7.0,11.476315789473684,333.2325581395349,Very Poor
562,2020-10-12,152.0,110.10087719298245,22.0,14.0,5.0,11.476315789473684,324.7906976744186,Very Poor
563,2020-10-13,149.0,110.10087719298245,22.0,17.0,3.0,11.476315789473684,322.48837209302326,Very Poor
564,2020-10-14,164.0,110.10087719298245,24.0,19.0,7.0,11.476315789473684,334.0,Very Poor
565,2020-10-15,163.0,110.10087719298245,84.0,21.0,7.0,11.476315789473684,333.2325581395349,Very Poor
566,2020-10-16,170.0,110.10087719298245,77.0,33.0,7.0,11.476315789473684,338.6046511627907,Very Poor
567,2020-10-17,176.0,110.10087719298245,35.0,44.0,4.0,11.476315789473684,343.2093023255814,Very Poor
568,2020-10-18,191.0,110.10087719298245,42.0,36.0,7.0,11.476315789473684,354.72093023255815,Very Poor
569,2020-10-19,188.0,110.10087719298245,34.0,32.0,7.0,11.476315789473684,352.4186046511628,Very Poor
570,2020-10-20,175.0,110.10087719298245,35.0,40.0,8.0,11.476315789473684,342.4418604651163,Very Poor
571,2020-10-21,167.0,110.10087719298245,38.0,48.0,3.0,11.476315789473684,336.30232558139534,Very Poor
572,2020-10-22,189.0,110.10087719298245,34.0,42.0,3.0,11.476315789473684,353.1860465116279,Very Poor
573,2020-10-23,177.0,110.10087719298245,35.0,50.0,8.0,11.476315789473684,343.9767441860465,Very Poor
574,2020-10-24,188.0,110.10087719298245,40.0,55.0,3.0,11.476315789473684,352.4186046511628,Very Poor
575,2020-10-25,192.0,110.10087719298245,36.0,61.0,4.0,11.476315789473684,355.48837209302326,Very Poor
576,2020-10-26,193.0,110.10087719298245,34.0,61.0,8.0,11.476315789473684,356.25581395348837,Very Poor
577,2020-10-27,202.0,110.10087719298245,32.0,57.0,10.0,11.476315789473684,363.16279069767444,Very Poor
578,2020-10-28,200.0,110.10087719298245,32.0,56.0,3.0,11.476315789473684,361.62790697674416,Very Poor
579,2020-10-29,203.0,110.10087719298245,35.0,51.0,7.0,11.476315789473684,363.93023255813955,Very Poor
580,2020-10-30,178.0,110.10087719298245,33.0,35.0,3.0,11.476315789473684,344.74418604651163,Very Poor
581,2020-10-31,199.0,110.10087719298245,37.0,30.0,3.0,11.476315789473684,360.8604651162791,Very Poor
582,2020-11-01,254.0,110.10087719298245,34.0,46.0,2.0,11.476315789473684,497.52500000000015,Severe
583,2020-11-02,219.0,110.10087719298245,42.0,59.0,16.0,11.476315789473684,376.2093023255814,Very Poor
584,2020-11-03,225.0,110.10087719298245,29.0,78.0,28.0,11.476315789473684,380.8139534883721,Very Poor
585,2020-11-04,285.0,110.10087719298245,25.0,75.0,38.0,11.476315789473684,499.7171428571428,Severe
586,2020-11-05,311.0,110.10087719298245,28.0,76.0,33.0,11.476315789473684,499.8377049180327,Severe
587,2020-11-06,357.0,110.10087719298245,26.0,76.0,13.0,11.476315789473684,499.907476635514,Severe
588,2020-11-07,352.0,110.10087719298245,31.0,70.0,10.0,11.476315789473684,499.90294117647056,Severe
589,2020-11-08,335.0,110.10087719298245,26.0,69.0,8.0,11.476315789473684,499.8835294117647,Severe
590,2020-11-09,312.0,110.10087719298245,23.0,68.0,15.0,11.476315789473684,499.84032258064514,Severe
591,2020-11-10,357.0,110.10087719298245,23.0,60.0,14.0,11.476315789473684,499.907476635514,Severe
592,2020-11-11,240.0,110.10087719298245,23.0,53.0,7.0,11.476315789473684,392.3255813953488,Very Poor
593,2020-11-12,210.0,110.10087719298245,26.0,48.0,6.0,11.476315789473684,369.30232558139534,Very Poor
594,2020-11-13,193.0,110.10087719298245,29.0,52.0,12.0,11.476315789473684,356.25581395348837,Very Poor
595,2020-11-14,233.0,110.10087719298245,28.0,31.0,10.0,11.476315789473684,386.95348837209303,Very Poor
596,2020-11-15,238.0,110.10087719298245,22.0,27.0,3.0,11.476315789473684,390.7906976744186,Very Poor
597,2020-11-16,120.0,110.10087719298245,19.0,57.0,9.0,11.476315789473684,300.0,Poor
598,2020-11-17,135.0,110.10087719298245,21.0,52.0,3.0,11.476315789473684,311.74418604651163,Very Poor
599,2020-11-18,169.0,110.10087719298245,20.0,31.0,9.0,11.476315789473684,337.83720930232556,Very Poor
600,2020-11-19,181.0,110.10087719298245,29.0,36.0,10.0,11.476315789473684,347.04651162790697,Very Poor
601,2020-11-20,185.0,110.10087719298245,25.0,33.0,4.0,11.476315789473684,350.1162790697674,Very Poor
602,2020-11-21,161.0,110.10087719298245,27.0,39.0,11.0,11.476315789473684,331.69767441860466,Very Poor
603,2020-11-22,185.0,110.10087719298245,26.0,57.0,22.0,11.476315789473684,350.1162790697674,Very Poor
604,2020-11-23,228.0,110.10087719298245,29.0,58.0,14.0,11.476315789473684,383.1162790697674,Very Poor
605,2020-11-24,266.0,110.10087719298245,32.0,57.0,13.0,11.476315789473684,499.38124999999985,Severe
606,2020-11-25,312.0,110.10087719298245,28.0,53.0,11.0,11.476315789473684,499.84032258064514,Severe
607,2020-11-26,280.0,110.10087719298245,21.0,40.0,10.0,11.476315789473684,499.6699999999999,Severe
608,2020-11-27,189.0,110.10087719298245,23.0,46.0,17.0,11.476315789473684,353.1860465116279,Very Poor
609,2020-11-28,213.0,110.10087719298245,29.0,53.0,11.0,11.476315789473684,371.6046511627907,Very Poor
610,2020-11-29,231.0,110.10087719298245,33.0,55.0,7.0,11.476315789473684,385.4186046511628,Very Poor
611,2020-11-30,225.0,110.10087719298245,31.0,72.0,21.0,11.476315789473684,380.8139534883721,Very Poor
612,2020-12-01,315.0,110.10087719298245,28.0,69.0,11.0,11.476315789473684,499.8476923076923,Severe
613,2020-12-02,331.0,110.10087719298245,28.0,74.0,29.0,11.476315789473684,499.87777777777774,Severe
614,2020-12-03,379.0,110.10087719298245,26.0,81.0,19.0,11.476315789473684,499.92325581395346,Severe
615,2020-12-04,414.0,110.10087719298245,22.0,62.0,10.0,11.476315789473684,499.93963414634146,Severe
616,2020-12-05,343.0,110.10087719298245,23.0,61.0,13.0,11.476315789473684,499.89354838709676,Severe
617,2020-12-06,301.0,110.10087719298245,19.0,68.0,20.0,11.476315789473684,499.8058823529411,Severe
618,2020-12-07,294.0,110.10087719298245,22.0,69.0,17.0,11.476315789473684,499.775,Severe
619,2020-12-08,340.0,110.10087719298245,21.0,66.0,17.0,11.476315789473684,499.89,Severe
620,2020-12-09,326.0,110.10087719298245,24.0,69.0,13.0,11.476315789473684,499.8697368421052,Severe
621,2020-12-10,363.0,110.10087719298245,14.0,51.0,12.0,11.476315789473684,499.91238938053095,Severe
622,2020-12-11,309.0,110.10087719298245,17.0,43.0,8.0,11.476315789473684,499.83220338983045,Severe
623,2020-12-12,250.0,110.10087719298245,18.0,29.0,5.0,11.476315789473684,400.0,Very Poor
624,2020-12-13,175.0,110.10087719298245,17.0,28.0,10.0,11.476315789473684,342.4418604651163,Very Poor
625,2020-12-14,175.0,110.10087719298245,19.0,27.0,10.0,11.476315789473684,342.4418604651163,Very Poor
626,2020-12-15,216.0,110.10087719298245,21.0,27.0,10.0,11.476315789473684,373.90697674418607,Very Poor
627,2020-12-16,195.0,110.10087719298245,25.0,24.0,6.0,11.476315789473684,357.7906976744186,Very Poor
628,2020-12-17,169.0,110.10087719298245,25.0,34.0,11.0,11.476315789473684,337.83720930232556,Very Poor
629,2020-12-18,203.0,110.10087719298245,25.0,45.0,10.0,11.476315789473684,363.93023255813955,Very Poor
630,2020-12-19,259.0,110.10087719298245,25.0,50.0,9.0,11.476315789473684,498.89999999999975,Severe
631,2020-12-20,337.0,110.10087719298245,24.0,53.0,12.0,11.476315789473684,499.8862068965517,Severe
632,2020-12-21,421.0,110.10087719298245,22.0,61.0,21.0,11.476315789473684,499.9421052631579,Severe
633,2020-12-22,403.0,110.10087719298245,24.0,59.0,16.0,11.476315789473684,499.93529411764706,Severe
634,2020-12-23,349.0,110.10087719298245,26.0,64.0,9.0,11.476315789473684,499.9,Severe
635,2020-12-24,313.0,110.10087719298245,26.0,44.0,8.0,11.476315789473684,499.8428571428571,Severe
636,2020-12-25,212.0,110.10087719298245,26.0,51.0,15.0,11.476315789473684,370.8372093023256,Very Poor
637,2020-12-26,273.0,110.10087719298245,26.0,67.0,31.0,11.476315789473684,499.5695652173912,Severe
638,2020-12-27,385.0,110.10087719298245,23.0,33.0,13.0,11.476315789473684,499.9266666666666,Severe
639,2020-12-28,238.0,110.10087719298245,20.0,36.0,8.0,11.476315789473684,390.7906976744186,Very Poor
640,2020-12-29,203.0,110.10087719298245,23.0,32.0,7.0,11.476315789473684,363.93023255813955,Very Poor
641,2020-12-30,203.0,110.10087719298245,18.0,33.0,13.0,11.476315789473684,363.93023255813955,Very Poor
642,2020-12-31,238.0,110.10087719298245,19.0,46.0,8.0,11.476315789473684,390.7906976744186,Very Poor
643,2021-01-01,317.0,110.10087719298245,25.0,53.0,8.0,11.476315789473684,499.8522388059701,Severe
644,2021-01-02,366.0,110.10087719298245,22.0,48.0,9.0,11.476315789473684,499.91465517241375,Severe
645,2021-01-03,285.0,110.10087719298245,9.0,45.0,14.0,11.476315789473684,499.7171428571428,Severe
646,2021-01-04,316.0,110.10087719298245,20.0,47.0,9.0,11.476315789473684,499.84999999999997,Severe
647,2021-01-05,288.0,110.10087719298245,16.0,46.0,9.0,11.476315789473684,499.73947368421045,Severe
648,2021-01-06,185.0,110.10087719298245,16.0,29.0,6.0,11.476315789473684,350.1162790697674,Very Poor
649,2021-01-07,174.0,110.10087719298245,12.0,26.0,7.0,11.476315789473684,341.6744186046512,Very Poor
650,2021-01-08,217.0,110.10087719298245,14.0,32.0,16.0,11.476315789473684,374.6744186046512,Very Poor
651,2021-01-09,206.0,110.10087719298245,21.0,21.0,8.0,11.476315789473684,366.2325581395349,Very Poor
652,2021-01-10,193.0,110.10087719298245,22.0,23.0,12.0,11.476315789473684,356.25581395348837,Very Poor
653,2021-01-11,184.0,110.10087719298245,17.0,29.0,9.0,11.476315789473684,349.3488372093023,Very Poor
654,2021-01-12,264.0,110.10087719298245,17.0,32.0,12.0,11.476315789473684,499.292857142857,Severe
655,2021-01-13,314.0,110.10087719298245,19.0,37.0,12.0,11.476315789473684,499.8453125,Severe
656,2021-01-14,305.0,110.10087719298245,22.0,50.0,12.0,11.476315789473684,499.81999999999994,Severe
657,2021-01-15,373.0,110.10087719298245,20.0,53.0,19.0,11.476315789473684,499.9195121951219,Severe
658,2021-01-16,383.0,110.10087719298245,17.0,28.0,6.0,11.476315789473684,499.9255639097744,Severe
659,2021-01-17,250.0,110.10087719298245,15.0,37.0,8.0,11.476315789473684,400.0,Very Poor
660,2021-01-18,298.0,110.10087719298245,21.0,40.0,8.0,11.476315789473684,499.79374999999993,Severe
661,2021-01-19,313.0,110.10087719298245,19.0,35.0,7.0,11.476315789473684,499.8428571428571,Severe
662,2021-01-20,244.0,110.10087719298245,29.0,33.0,15.0,11.476315789473684,395.3953488372093,Very Poor
663,2021-01-21,216.0,110.10087719298245,14.0,26.0,9.0,11.476315789473684,373.90697674418607,Very Poor
664,2021-01-22,247.0,110.10087719298245,22.0,26.0,14.0,11.476315789473684,397.69767441860466,Very Poor
665,2021-01-23,222.0,110.10087719298245,17.0,24.0,5.0,11.476315789473684,378.51162790697674,Very Poor
666,2021-01-24,219.0,110.10087719298245,12.0,26.0,11.0,11.476315789473684,376.2093023255814,Very Poor
667,2021-01-25,227.0,110.10087719298245,12.0,25.0,9.0,11.476315789473684,382.34883720930236,Very Poor
668,2021-01-26,203.0,110.10087719298245,9.0,38.0,22.0,4.0,363.93023255813955,Very Poor
669,2021-01-27,266.0,110.10087719298245,9.0,31.0,11.0,11.476315789473684,499.38124999999985,Severe
670,2021-01-28,243.0,110.10087719298245,15.0,29.0,9.0,11.476315789473684,394.62790697674416,Very Poor
671,2021-01-29,223.0,110.10087719298245,27.0,47.0,21.0,11.476315789473684,379.27906976744185,Very Poor
672,2021-01-30,247.0,110.10087719298245,27.0,56.0,19.0,11.476315789473684,397.69767441860466,Very Poor
673,2021-01-31,299.0,110.10087719298245,29.0,57.0,12.0,11.476315789473684,499.7979591836734,Severe
674,2021-02-01,320.0,110.10087719298245,27.0,67.0,21.0,11.476315789473684,499.8585714285714,Severe
675,2021-02-02,326.0,110.10087719298245,29.0,45.0,14.0,11.476315789473684,499.8697368421052,Severe
676,2021-02-03,191.0,110.10087719298245,27.0,34.0,17.0,11.476315789473684,354.72093023255815,Very Poor
677,2021-02-04,172.0,110.10087719298245,19.0,29.0,13.0,11.476315789473684,340.13953488372096,Very Poor
678,2021-02-05,166.0,110.10087719298245,25.0,26.0,7.0,11.476315789473684,335.5348837209302,Very Poor
679,2021-02-06,154.0,110.10087719298245,28.0,32.0,14.0,11.476315789473684,326.3255813953488,Very Poor
680,2021-02-07,185.0,110.10087719298245,34.0,44.0,19.0,11.476315789473684,350.1162790697674,Very Poor
681,2021-02-08,216.0,110.10087719298245,37.0,42.0,20.0,11.476315789473684,373.90697674418607,Very Poor
682,2021-02-09,228.0,110.10087719298245,36.0,52.0,15.0,11.476315789473684,383.1162790697674,Very Poor
683,2021-02-10,284.0,110.10087719298245,37.0,43.0,13.0,11.476315789473684,499.7088235294117,Severe
684,2021-02-11,226.0,110.10087719298245,36.0,48.0,8.0,11.476315789473684,381.5813953488372,Very Poor
685,2021-02-12,231.0,110.10087719298245,39.0,46.0,15.0,11.476315789473684,385.4186046511628,Very Poor
686,2021-02-13,223.0,110.10087719298245,37.0,45.0,11.0,11.476315789473684,379.27906976744185,Very Poor
687,2021-02-14,217.0,110.10087719298245,35.0,56.0,11.0,11.476315789473684,374.6744186046512,Very Poor
688,2021-02-15,207.0,110.10087719298245,24.0,44.0,9.0,11.476315789473684,367.0,Very Poor
689,2021-02-16,183.0,110.10087719298245,31.0,45.0,16.0,11.476315789473684,348.5813953488372,Very Poor
690,2021-02-17,171.0,110.10087719298245,29.0,47.0,13.0,11.476315789473684,339.37209302325584,Very Poor
691,2021-02-18,189.0,110.10087719298245,27.0,42.0,7.0,11.476315789473684,353.1860465116279,Very Poor
692,2021-02-19,183.0,110.10087719298245,33.0,43.0,13.0,11.476315789473684,348.5813953488372,Very Poor
693,2021-02-20,179.0,110.10087719298245,29.0,37.0,13.0,11.476315789473684,345.51162790697674,Very Poor
694,2021-02-21,167.0,110.10087719298245,27.0,41.0,27.0,11.476315789473684,336.30232558139534,Very Poor
695,2021-02-22,184.0,110.10087719298245,28.0,47.0,37.0,11.476315789473684,349.3488372093023,Very Poor
696,2021-02-23,176.0,110.10087719298245,27.0,53.0,37.0,11.476315789473684,343.2093023255814,Very Poor
697,2021-02-24,166.0,110.10087719298245,28.0,42.0,30.0,11.476315789473684,335.5348837209302,Very Poor
698,2021-02-25,150.0,110.10087719298245,27.0,34.0,21.0,11.476315789473684,323.25581395348837,Very Poor
699,2021-02-26,141.0,110.10087719298245,21.0,35.0,11.0,11.476315789473684,316.3488372093023,Very Poor
700,2021-02-27,151.0,110.10087719298245,25.0,30.0,9.0,11.476315789473684,324.0232558139535,Very Poor
701,2021-02-28,142.0,110.10087719298245,29.0,28.0,17.0,11.476315789473684,317.1162790697674,Very Poor
702,2021-03-01,140.0,110.10087719298245,32.0,21.0,9.0,11.476315789473684,315.5813953488372,Very Poor
703,2021-03-02,130.0,110.10087719298245,31.0,38.0,30.0,11.476315789473684,307.90697674418607,Very Poor
704,2021-03-03,144.0,110.10087719298245,28.0,54.0,30.0,11.476315789473684,318.6511627906977,Very Poor
705,2021-03-04,181.0,110.10087719298245,30.0,35.0,17.0,11.476315789473684,347.04651162790697,Very Poor
706,2021-03-05,162.0,110.10087719298245,27.0,38.0,17.0,11.476315789473684,332.4651162790698,Very Poor
707,2021-03-06,158.0,110.10087719298245,30.0,38.0,12.0,11.476315789473684,329.3953488372093,Very Poor
708,2021-03-07,194.0,110.10087719298245,34.0,29.0,12.0,11.476315789473684,357.0232558139535,Very Poor
709,2021-03-08,171.0,110.10087719298245,34.0,34.0,11.0,11.476315789473684,339.37209302325584,Very Poor
710,2021-03-09,186.0,110.10087719298245,30.0,37.0,15.0,11.476315789473684,350.8837209302326,Very Poor
711,2021-03-10,181.0,110.10087719298245,25.0,38.0,9.0,11.476315789473684,347.04651162790697,Very Poor
712,2021-03-11,172.0,110.10087719298245,20.0,33.0,20.0,11.476315789473684,340.13953488372096,Very Poor
713,2021-03-12,160.0,110.10087719298245,30.0,30.0,20.0,11.476315789473684,330.93023255813955,Very Poor
714,2021-03-13,124.0,110.10087719298245,26.0,40.0,30.0,11.476315789473684,303.30232558139534,Very Poor
715,2021-03-14,159.0,110.10087719298245,25.0,42.0,29.0,11.476315789473684,330.16279069767444,Very Poor
716,2021-03-15,157.0,110.10087719298245,23.0,41.0,25.0,11.476315789473684,328.62790697674416,Very Poor
717,2021-03-16,170.0,110.10087719298245,22.0,43.0,35.0,11.476315789473684,338.6046511627907,Very Poor
718,2021-03-17,193.0,110.10087719298245,29.0,49.0,28.0,11.476315789473684,356.25581395348837,Very Poor
719,2021-03-18,198.0,110.10087719298245,25.0,38.0,20.0,11.476315789473684,360.09302325581393,Very Poor
720,2021-03-19,170.0,110.10087719298245,28.0,32.0,14.0,11.476315789473684,338.6046511627907,Very Poor
721,2021-03-20,142.0,110.10087719298245,32.0,44.0,24.0,11.476315789473684,317.1162790697674,Very Poor
722,2021-03-21,182.0,110.10087719298245,26.0,31.0,13.0,11.476315789473684,347.8139534883721,Very Poor
723,2021-03-22,141.0,110.10087719298245,25.0,22.0,13.0,11.476315789473684,316.3488372093023,Very Poor
724,2021-03-23,107.0,110.10087719298245,19.0,21.0,11.0,11.476315789473684,255.6206896551724,Poor
725,2021-03-24,97.0,110.10087719298245,22.0,20.0,12.0,11.476315789473684,221.87932330827067,Poor
726,2021-03-25,121.0,110.10087719298245,24.0,30.0,21.0,11.476315789473684,301.0,Very Poor
727,2021-03-26,122.0,110.10087719298245,27.0,40.0,31.0,11.476315789473684,301.7674418604651,Very Poor
728,2021-03-27,165.0,110.10087719298245,31.0,43.0,13.0,11.476315789473684,334.7674418604651,Very Poor
729,2021-03-28,166.0,110.10087719298245,28.0,34.0,9.0,11.476315789473684,335.5348837209302,Very Poor
730,2021-03-29,179.0,110.10087719298245,22.0,26.0,10.0,11.476315789473684,345.51162790697674,Very Poor
731,2021-03-30,136.0,110.10087719298245,29.0,20.0,13.0,11.476315789473684,312.51162790697674,Very Poor
732,2021-03-31,112.0,110.10087719298245,29.0,27.0,11.0,11.476315789473684,272.6896551724138,Poor
733,2021-04-01,92.0,110.10087719298245,32.0,27.0,12.0,11.476315789473684,221.87932330827067,Poor
734,2021-04-02,100.0,110.10087719298245,28.0,31.0,12.0,11.476315789473684,231.72413793103448,Poor
735,2021-04-03,101.0,110.10087719298245,35.0,37.0,8.0,11.476315789473684,235.13793103448276,Poor
736,2021-04-04,123.0,110.10087719298245,36.0,46.0,21.0,11.476315789473684,302.5348837209302,Very Poor
737,2021-04-05,154.0,110.10087719298245,38.0,33.0,12.0,11.476315789473684,326.3255813953488,Very Poor
738,2021-04-06,157.0,110.10087719298245,33.0,29.0,10.0,11.476315789473684,328.62790697674416,Very Poor
739,2021-04-07,156.0,110.10087719298245,30.0,27.0,14.0,11.476315789473684,327.86046511627904,Very Poor
740,2021-04-08,153.0,110.10087719298245,26.0,29.0,8.0,11.476315789473684,325.5581395348837,Very Poor
741,2021-04-09,122.0,110.10087719298245,24.0,29.0,11.0,11.476315789473684,301.7674418604651,Very Poor
742,2021-04-10,101.0,110.10087719298245,28.0,41.0,17.0,11.476315789473684,235.13793103448276,Poor
743,2021-04-11,138.0,110.10087719298245,26.0,39.0,12.0,11.476315789473684,314.04651162790697,Very Poor
744,2021-04-12,113.0,110.10087719298245,28.0,54.0,44.0,11.476315789473684,276.1034482758621,Poor
745,2021-04-13,162.0,110.10087719298245,28.0,42.0,21.0,11.476315789473684,332.4651162790698,Very Poor
746,2021-04-14,140.0,110.10087719298245,26.0,34.0,32.0,11.476315789473684,315.5813953488372,Very Poor
747,2021-04-15,154.0,110.10087719298245,34.0,42.0,21.0,11.476315789473684,326.3255813953488,Very Poor
748,2021-04-16,168.0,110.10087719298245,22.0,19.0,12.0,11.476315789473684,337.06976744186045,Very Poor
749,2021-04-17,118.0,110.10087719298245,31.0,18.0,7.0,11.476315789473684,293.17241379310343,Poor
750,2021-04-18,127.0,110.10087719298245,29.0,31.0,21.0,11.476315789473684,305.6046511627907,Very Poor
751,2021-04-19,129.0,110.10087719298245,34.0,43.0,36.0,11.476315789473684,307.13953488372096,Very Poor
752,2021-04-20,160.0,110.10087719298245,30.0,18.0,14.0,11.476315789473684,330.93023255813955,Very Poor
753,2021-04-21,141.0,110.10087719298245,34.0,20.0,7.0,11.476315789473684,316.3488372093023,Very Poor
754,2021-04-22,88.0,110.10087719298245,34.0,27.0,14.0,11.476315789473684,221.87932330827067,Poor
755,2021-04-23,121.0,110.10087719298245,32.0,14.0,8.0,11.476315789473684,301.0,Very Poor
756,2021-04-24,115.0,110.10087719298245,32.0,18.0,8.0,11.476315789473684,282.9310344827586,Poor
757,2021-04-25,96.0,110.10087719298245,32.0,34.0,8.0,11.476315789473684,221.87932330827067,Poor
758,2021-04-26,126.0,110.10087719298245,35.0,49.0,20.0,11.476315789473684,304.83720930232556,Very Poor
759,2021-04-27,158.0,110.10087719298245,38.0,58.0,29.0,11.476315789473684,329.3953488372093,Very Poor
760,2021-04-28,173.0,110.10087719298245,38.0,49.0,15.0,11.476315789473684,340.90697674418607,Very Poor
761,2021-04-29,174.0,110.10087719298245,37.0,26.0,16.0,11.476315789473684,341.6744186046512,Very Poor
762,2021-04-30,157.0,110.10087719298245,35.0,24.0,18.0,11.476315789473684,328.62790697674416,Very Poor
763,2021-05-01,157.0,110.10087719298245,16.0,14.0,8.0,11.476315789473684,328.62790697674416,Very Poor
764,2021-05-02,134.0,110.10087719298245,15.0,20.0,14.0,11.476315789473684,310.9767441860465,Very Poor
765,2021-05-03,110.0,110.10087719298245,15.0,19.0,12.0,11.476315789473684,265.8620689655172,Poor
766,2021-05-04,105.0,110.10087719298245,55.0,14.0,13.0,11.476315789473684,248.79310344827587,Poor
767,2021-05-05,138.0,110.10087719298245,35.0,15.0,9.0,11.476315789473684,314.04651162790697,Very Poor
768,2021-05-06,145.0,110.10087719298245,23.0,15.0,10.0,11.476315789473684,319.4186046511628,Very Poor
769,2021-05-07,110.0,110.10087719298245,33.0,15.0,13.0,11.476315789473684,265.8620689655172,Poor
770,2021-05-08,123.0,110.10087719298245,34.0,16.0,7.0,11.476315789473684,302.5348837209302,Very Poor
